,county,living,min,poverty,state
2089,Logan County,10.46,8.3,5,Ohio
2090,Lorain County,10.4,8.3,5,Ohio
2091,Lucas County,10.01,8.3,5,Ohio
2092,Madison County,10.77,8.3,5,Ohio
2093,Mahoning County,10.11,8.3,5,Ohio
2094,Marion County,10.04,8.3,5,Ohio
2095,Medina County,10.4,8.3,5,Ohio
2096,Meigs County,10.14,8.3,5,Ohio
2097,Mercer County,10.14,8.3,5,Ohio
2098,Miami County,10.4,8.3,5,Ohio
2099,Monroe County,10.14,8.3,5,Ohio
2100,Montgomery County,10.4,8.3,5,Ohio
2101,Morgan County,10.65,8.3,5,Ohio
2102,Morrow County,10.77,8.3,5,Ohio
2103,Muskingum County,9.98,8.3,5,Ohio
2104,Noble County,10.16,8.3,5,Ohio
2105,Ottawa County,10.29,8.3,5,Ohio
2106,Paulding County,10.14,8.3,5,Ohio
2107,Perry County,9.9,8.3,5,Ohio
2108,Pickaway County,10.77,8.3,5,Ohio
2109,Pike County,10.14,8.3,5,Ohio
2110,Portage County,10.34,8.3,5,Ohio
2111,Preble County,10.06,8.3,5,Ohio
2112,Putnam County,10.42,8.3,5,Ohio
2113,Richland County,10.25,8.3,5,Ohio
2114,Ross County,10.86,8.3,5,Ohio
2115,Sandusky County,10.12,8.3,5,Ohio
2116,Scioto County,9.79,8.3,5,Ohio
2117,Seneca County,10.34,8.3,5,Ohio
2118,Shelby County,10.34,8.3,5,Ohio
2119,Stark County,10.13,8.3,5,Ohio
2120,Summit County,10.34,8.3,5,Ohio
2121,Trumbull County,10.11,8.3,5,Ohio
2122,Tuscarawas County,10.21,8.3,5,Ohio
2123,Union County,10.67,8.3,5,Ohio
2124,Van Wert County,10.14,8.3,5,Ohio
2125,Vinton County,10.14,8.3,5,Ohio
2126,Warren County,10.42,8.3,5,Ohio
2127,Washington County,9.84,8.3,5,Ohio
2128,Wayne County,10.42,8.3,5,Ohio
2129,Williams County,10.22,8.3,5,Ohio
2130,Wood County,10.01,8.3,5,Ohio
2131,Wyandot County,10.14,8.3,5,Ohio
2132,Adair County,10.05,7.25,5,Oklahoma
2133,Alfalfa County,10.05,7.25,5,Oklahoma
2134,Atoka County,10.05,7.25,5,Oklahoma
2135,Beaver County,10.05,7.25,5,Oklahoma
2136,Beckham County,10.93,7.25,5,Oklahoma
2137,Blaine County,10.14,7.25,5,Oklahoma
2138,Bryan County,10.54,7.25,5,Oklahoma
2139,Caddo County,9.8,7.25,5,Oklahoma
2140,Canadian County,10.71,7.25,5,Oklahoma
2141,Carter County,10.16,7.25,5,Oklahoma
2142,Cherokee County,10.18,7.25,5,Oklahoma
2143,Choctaw County,10.3,7.25,5,Oklahoma
2144,Cimarron County,10.05,7.25,5,Oklahoma
2145,Cleveland County,10.71,7.25,5,Oklahoma
2146,Coal County,10.05,7.25,5,Oklahoma
2147,Comanche County,10.62,7.25,5,Oklahoma
2148,Cotton County,10.34,7.25,5,Oklahoma
2149,Craig County,10.66,7.25,5,Oklahoma
2150,Creek County,10.49,7.25,5,Oklahoma
2151,Custer County,10.31,7.25,5,Oklahoma
2152,Delaware County,10.05,7.25,5,Oklahoma
2153,Dewey County,10.09,7.25,5,Oklahoma
2154,Ellis County,10.33,7.25,5,Oklahoma
2155,Garfield County,9.97,7.25,5,Oklahoma
2156,Garvin County,10.64,7.25,5,Oklahoma
2157,Grady County,10.16,7.25,5,Oklahoma
2158,Grant County,10.05,7.25,5,Oklahoma
2159,Greer County,10.52,7.25,5,Oklahoma
2160,Harmon County,10.05,7.25,5,Oklahoma
2161,Harper County,10.05,7.25,5,Oklahoma
2162,Haskell County,10.05,7.25,5,Oklahoma
2163,Hughes County,10.05,7.25,5,Oklahoma
2164,Jackson County,10.18,7.25,5,Oklahoma
2165,Jefferson County,10.3,7.25,5,Oklahoma
2166,Johnston County,10.05,7.25,5,Oklahoma
2167,Kay County,10.2,7.25,5,Oklahoma
2168,Kingfisher County,10.05,7.25,5,Oklahoma
2169,Kiowa County,10.05,7.25,5,Oklahoma
2170,Latimer County,10.05,7.25,5,Oklahoma
2171,Le Flore County,10.47,7.25,5,Oklahoma
2172,Lincoln County,10.16,7.25,5,Oklahoma
2173,Logan County,10.71,7.25,5,Oklahoma
2174,Love County,10.11,7.25,5,Oklahoma
2175,Major County,10.05,7.25,5,Oklahoma
2176,Marshall County,9.82,7.25,5,Oklahoma
2177,Mayes County,9.8,7.25,5,Oklahoma
2178,McClain County,10.71,7.25,5,Oklahoma
2179,McCurtain County,9.88,7.25,5,Oklahoma
2180,McIntosh County,9.85,7.25,5,Oklahoma
2181,Murray County,10.07,7.25,5,Oklahoma
2182,Muskogee County,9.8,7.25,5,Oklahoma
2183,Noble County,9.8,7.25,5,Oklahoma
2184,Nowata County,10.57,7.25,5,Oklahoma
2185,Okfuskee County,10.05,7.25,5,Oklahoma
2186,Oklahoma County,10.71,7.25,5,Oklahoma
2187,Okmulgee County,9.87,7.25,5,Oklahoma
2188,Osage County,10.49,7.25,5,Oklahoma
2189,Ottawa County,10.21,7.25,5,Oklahoma
2190,Pawnee County,9.93,7.25,5,Oklahoma
2191,Payne County,10.69,7.25,5,Oklahoma
2192,Pittsburg County,10.03,7.25,5,Oklahoma
2193,Pontotoc County,10.11,7.25,5,Oklahoma
2194,Pottawatomie County,10.53,7.25,5,Oklahoma
2195,Pushmataha County,10.3,7.25,5,Oklahoma
2196,Roger Mills County,10.05,7.25,5,Oklahoma
2197,Rogers County,10.49,7.25,5,Oklahoma
2198,Seminole County,9.8,7.25,5,Oklahoma
2199,Sequoyah County,10.21,7.25,5,Oklahoma
2200,Stephens County,9.93,7.25,5,Oklahoma
2201,Texas County,10.2,7.25,5,Oklahoma
2202,Tillman County,10.05,7.25,5,Oklahoma
2203,Tulsa County,10.49,7.25,5,Oklahoma
2204,Wagoner County,10.49,7.25,5,Oklahoma
2205,Washington County,10.11,7.25,5,Oklahoma
2206,Washita County,10.09,7.25,5,Oklahoma
2207,Woods County,10.05,7.25,5,Oklahoma
2208,Woodward County,10.55,7.25,5,Oklahoma
2209,Baker County,10.66,10.25,5,Oregon
2210,Benton County,11.59,10.25,5,Oregon
2211,Clackamas County,13.74,10.25,5,Oregon
2212,Clatsop County,11.61,10.25,5,Oregon
2213,Columbia County,13.74,10.25,5,Oregon
2214,Coos County,10.67,10.25,5,Oregon
2215,Crook County,10.37,10.25,5,Oregon
2216,Curry County,11.1,10.25,5,Oregon
2217,Deschutes County,11.91,10.25,5,Oregon
2218,Douglas County,10.58,10.25,5,Oregon
2219,Gilliam County,10.37,10.25,5,Oregon
2220,Grant County,10.37,10.25,5,Oregon
2221,Harney County,10.37,10.25,5,Oregon
2222,Hood River County,11.28,10.25,5,Oregon
2223,Jackson County,11.57,10.25,5,Oregon
2224,Jefferson County,10.93,10.25,5,Oregon
2225,Josephine County,11.61,10.25,5,Oregon
2226,Klamath County,10.61,10.25,5,Oregon
2227,Lake County,10.37,10.25,5,Oregon
2228,Lane County,11.23,10.25,5,Oregon
2229,Lincoln County,11.46,10.25,5,Oregon
2230,Linn County,11.18,10.25,5,Oregon
2231,Malheur County,10.66,10.25,5,Oregon
2232,Marion County,11.11,10.25,5,Oregon
2233,Morrow County,10.95,10.25,5,Oregon
2234,Multnomah County,13.74,10.25,5,Oregon
2235,Polk County,11.11,10.25,5,Oregon
2236,Sherman County,10.59,10.25,5,Oregon
2237,Tillamook County,10.85,10.25,5,Oregon
2238,Umatilla County,10.46,10.25,5,Oregon
2239,Union County,10.36,10.25,5,Oregon
2240,Wallowa County,10.37,10.25,5,Oregon
2241,Wasco County,10.94,10.25,5,Oregon
2242,Washington County,13.74,10.25,5,Oregon
2243,Wheeler County,10.37,10.25,5,Oregon
2244,Yamhill County,13.74,10.25,5,Oregon
2245,Adams County,10.73,7.25,5,Pennsylvania
2246,Allegheny County,10.34,7.25,5,Pennsylvania
2247,Armstrong County,9.83,7.25,5,Pennsylvania
2248,Beaver County,10.34,7.25,5,Pennsylvania
2249,Bedford County,10.32,7.25,5,Pennsylvania
2250,Berks County,10.6,7.25,5,Pennsylvania
2251,Blair County,10.25,7.25,5,Pennsylvania
2252,Bradford County,10.13,7.25,5,Pennsylvania
2253,Bucks County,12.17,7.25,5,Pennsylvania
2254,Butler County,10.34,7.25,5,Pennsylvania
2255,Cambria County,10.16,7.25,5,Pennsylvania
2256,Cameron County,10.02,7.25,5,Pennsylvania
2257,Carbon County,10.95,7.25,5,Pennsylvania
2258,Centre County,11.72,7.25,5,Pennsylvania
2259,Chester County,12.17,7.25,5,Pennsylvania
2260,Clarion County,10.02,7.25,5,Pennsylvania
2261,Clearfield County,10.23,7.25,5,Pennsylvania
2262,Clinton County,10.37,7.25,5,Pennsylvania
2263,Columbia County,10.58,7.25,5,Pennsylvania
2264,Crawford County,10.43,7.25,5,Pennsylvania
2265,Cumberland County,10.62,7.25,5,Pennsylvania
2266,Dauphin County,10.62,7.25,5,Pennsylvania
2267,Delaware County,12.17,7.25,5,Pennsylvania
2268,Elk County,9.96,7.25,5,Pennsylvania
2269,Erie County,10.42,7.25,5,Pennsylvania
2270,Fayette County,10.34,7.25,5,Pennsylvania
2271,Forest County,10.15,7.25,5,Pennsylvania
2272,Franklin County,10.16,7.25,5,Pennsylvania
2273,Fulton County,10.02,7.25,5,Pennsylvania
2274,Greene County,10.32,7.25,5,Pennsylvania
2275,Huntingdon County,10.24,7.25,5,Pennsylvania
2276,Indiana County,10.56,7.25,5,Pennsylvania
2277,Jefferson County,10.19,7.25,5,Pennsylvania
2278,Juniata County,9.98,7.25,5,Pennsylvania
2279,Lackawanna County,10.25,7.25,5,Pennsylvania
2280,Lancaster County,10.75,7.25,5,Pennsylvania
2281,Lawrence County,9.56,7.25,5,Pennsylvania
2282,Lebanon County,10.62,7.25,5,Pennsylvania
2283,Lehigh County,10.95,7.25,5,Pennsylvania
2284,Luzerne County,10.25,7.25,5,Pennsylvania
2285,Lycoming County,11.08,7.25,5,Pennsylvania
2286,McKean County,9.5,7.25,5,Pennsylvania
2287,Mercer County,10,7.25,5,Pennsylvania
2288,Mifflin County,10.18,7.25,5,Pennsylvania
2289,Monroe County,12.09,7.25,5,Pennsylvania
2290,Montgomery County,12.17,7.25,5,Pennsylvania
2291,Montour County,11.16,7.25,5,Pennsylvania
2292,Northampton County,10.95,7.25,5,Pennsylvania
2293,Northumberland County,9.85,7.25,5,Pennsylvania
2294,Perry County,10.62,7.25,5,Pennsylvania
2295,Philadelphia County,12.17,7.25,5,Pennsylvania
2296,Pike County,11.39,7.25,5,Pennsylvania
2297,Potter County,10.02,7.25,5,Pennsylvania
2298,Schuylkill County,10.56,7.25,5,Pennsylvania
2299,Snyder County,10.35,7.25,5,Pennsylvania
2300,Somerset County,9.84,7.25,5,Pennsylvania
2301,Sullivan County,9.77,7.25,5,Pennsylvania
2302,Susquehanna County,10.66,7.25,5,Pennsylvania
2303,Tioga County,9.78,7.25,5,Pennsylvania
2304,Union County,10.48,7.25,5,Pennsylvania
2305,Venango County,10.14,7.25,5,Pennsylvania
2306,Warren County,10.29,7.25,5,Pennsylvania
2307,Washington County,10.34,7.25,5,Pennsylvania
2308,Wayne County,9.99,7.25,5,Pennsylvania
2309,Westmoreland County,10.34,7.25,5,Pennsylvania
2310,Wyoming County,10.25,7.25,5,Pennsylvania
2311,York County,10.37,7.25,5,Pennsylvania
2312,Bristol County,11.97,10.1,5,Rhode Island
2313,Kent County,11.97,10.1,5,Rhode Island
2314,Newport County,12.13,10.1,5,Rhode Island
2315,Providence County,11.97,10.1,5,Rhode Island
2316,Washington County,12.17,10.1,5,Rhode Island
2317,Abbeville County,10.29,7.25,5,South Carolina
2318,Aiken County,10.83,7.25,5,South Carolina
2319,Allendale County,10.29,7.25,5,South Carolina
2320,Anderson County,10.67,7.25,5,South Carolina
2321,Bamberg County,10.43,7.25,5,South Carolina
2322,Barnwell County,10.37,7.25,5,South Carolina
2323,Beaufort County,12.89,7.25,5,South Carolina
2324,Berkeley County,11.82,7.25,5,South Carolina
2325,Calhoun County,11.02,7.25,5,South Carolina
2326,Charleston County,11.82,7.25,5,South Carolina
2327,Cherokee County,10.63,7.25,5,South Carolina
2328,Chester County,10.5,7.25,5,South Carolina
2329,Chesterfield County,10.29,7.25,5,South Carolina
2330,Clarendon County,10.29,7.25,5,South Carolina
2331,Colleton County,10.49,7.25,5,South Carolina
2332,Darlington County,10.51,7.25,5,South Carolina
2333,Dillon County,10.29,7.25,5,South Carolina
2334,Dorchester County,11.82,7.25,5,South Carolina
2335,Edgefield County,10.83,7.25,5,South Carolina
2336,Fairfield County,11.02,7.25,5,South Carolina
2337,Florence County,10.7,7.25,5,South Carolina
2338,Georgetown County,10.8,7.25,5,South Carolina
2339,Greenville County,10.75,7.25,5,South Carolina
2340,Greenwood County,10.56,7.25,5,South Carolina
2341,Hampton County,10.29,7.25,5,South Carolina
2342,Horry County,11.91,7.25,5,South Carolina
2343,Jasper County,11.78,7.25,5,South Carolina
2344,Kershaw County,10.86,7.25,5,South Carolina
2345,Lancaster County,11.23,7.25,5,South Carolina
2346,Laurens County,10.35,7.25,5,South Carolina
2347,Lee County,10.29,7.25,5,South Carolina
2348,Lexington County,11.02,7.25,5,South Carolina
2349,Marion County,10.79,7.25,5,South Carolina
2350,Marlboro County,10.29,7.25,5,South Carolina
2351,McCormick County,10.29,7.25,5,South Carolina
2352,Newberry County,10.29,7.25,5,South Carolina
2353,Oconee County,10.29,7.25,5,South Carolina
2354,Orangeburg County,10.81,7.25,5,South Carolina
2355,Pickens County,10.75,7.25,5,South Carolina
2356,Richland County,11.02,7.25,5,South Carolina
2357,Saluda County,11.02,7.25,5,South Carolina
2358,Spartanburg County,10.08,7.25,5,South Carolina
2359,Sumter County,10.98,7.25,5,South Carolina
2360,Union County,10.1,7.25,5,South Carolina
2361,Williamsburg County,10.29,7.25,5,South Carolina
2362,York County,11.75,7.25,5,South Carolina
2363,Aurora County,9.59,8.85,5,South Dakota
2364,Beadle County,9.59,8.85,5,South Dakota
2365,Bennett County,9.59,8.85,5,South Dakota
2366,Bon Homme County,9.59,8.85,5,South Dakota
2367,Brookings County,9.76,8.85,5,South Dakota
2368,Brown County,9.63,8.85,5,South Dakota
2369,Brule County,9.59,8.85,5,South Dakota
2370,Buffalo County,10.11,8.85,5,South Dakota
2371,Butte County,9.59,8.85,5,South Dakota
2372,Campbell County,9.6,8.85,5,South Dakota
2373,Charles Mix County,9.59,8.85,5,South Dakota
2374,Clark County,9.73,8.85,5,South Dakota
2375,Clay County,10.03,8.85,5,South Dakota
2376,Codington County,9.75,8.85,5,South Dakota
2377,Corson County,9.59,8.85,5,South Dakota
2378,Custer County,10.15,8.85,5,South Dakota
2379,Davison County,9.71,8.85,5,South Dakota
2380,Day County,9.59,8.85,5,South Dakota
2381,Deuel County,9.59,8.85,5,South Dakota
2382,Dewey County,10.05,8.85,5,South Dakota
2383,Douglas County,10.55,8.85,5,South Dakota
2384,Edmunds County,9.71,8.85,5,South Dakota
2385,Fall River County,9.6,8.85,5,South Dakota
2386,Faulk County,9.59,8.85,5,South Dakota
2387,Grant County,9.6,8.85,5,South Dakota
2388,Gregory County,9.59,8.85,5,South Dakota
2389,Haakon County,9.91,8.85,5,South Dakota
2390,Hamlin County,10.08,8.85,5,South Dakota
2391,Hand County,9.59,8.85,5,South Dakota
2392,Hanson County,9.59,8.85,5,South Dakota
2393,Harding County,9.59,8.85,5,South Dakota
2394,Hughes County,9.69,8.85,5,South Dakota
2395,Hutchinson County,9.62,8.85,5,South Dakota
2396,Hyde County,9.59,8.85,5,South Dakota
2397,Jackson County,9.59,8.85,5,South Dakota
2398,Jerauld County,9.59,8.85,5,South Dakota
2399,Jones County,9.59,8.85,5,South Dakota
2400,Kingsbury County,9.43,8.85,5,South Dakota
2401,Lake County,9.59,8.85,5,South Dakota
2402,Lawrence County,9.81,8.85,5,South Dakota
2403,Lincoln County,10.31,8.85,5,South Dakota
2404,Lyman County,9.59,8.85,5,South Dakota
2405,Marshall County,9.59,8.85,5,South Dakota
2406,McCook County,10.31,8.85,5,South Dakota
2407,McPherson County,10.14,8.85,5,South Dakota
2408,Meade County,9.81,8.85,5,South Dakota
2409,Mellette County,9.59,8.85,5,South Dakota
2410,Miner County,9.59,8.85,5,South Dakota
2411,Minnehaha County,10.31,8.85,5,South Dakota
2412,Moody County,9.59,8.85,5,South Dakota
2413,Pennington County,10.52,8.85,5,South Dakota
2414,Perkins County,9.59,8.85,5,South Dakota
2415,Potter County,9.59,8.85,5,South Dakota
2416,Roberts County,9.59,8.85,5,South Dakota
2417,Sanborn County,9.59,8.85,5,South Dakota
2418,Shannon County,9.59,8.85,5,South Dakota
2419,Spink County,9.94,8.85,5,South Dakota
2420,Stanley County,9.85,8.85,5,South Dakota
2421,Sully County,9.59,8.85,5,South Dakota
2422,Todd County,9.59,8.85,5,South Dakota
2423,Tripp County,9.59,8.85,5,South Dakota
2424,Turner County,10.31,8.85,5,South Dakota
2425,Union County,9.88,8.85,5,South Dakota
2426,Walworth County,9.59,8.85,5,South Dakota
2427,Yankton County,9.64,8.85,5,South Dakota
2428,Ziebach County,9.59,8.85,5,South Dakota
2429,Anderson County,10.06,7.25,5,Tennessee
2430,Bedford County,9.93,7.25,5,Tennessee
2431,Benton County,9.56,7.25,5,Tennessee
2432,Bledsoe County,9.56,7.25,5,Tennessee
2433,Blount County,10.06,7.25,5,Tennessee
2434,Bradley County,9.75,7.25,5,Tennessee
2435,Campbell County,9.19,7.25,5,Tennessee
2436,Cannon County,11.24,7.25,5,Tennessee
2437,Carroll County,9.56,7.25,5,Tennessee
2438,Carter County,9.74,7.25,5,Tennessee
2439,Cheatham County,11.24,7.25,5,Tennessee
2440,Chester County,9.92,7.25,5,Tennessee
2441,Claiborne County,9.56,7.25,5,Tennessee
2442,Clay County,9.56,7.25,5,Tennessee
2443,Cocke County,9.56,7.25,5,Tennessee
2444,Coffee County,9.53,7.25,5,Tennessee
2445,Crockett County,9.58,7.25,5,Tennessee
2446,Cumberland County,9.86,7.25,5,Tennessee
2447,Davidson County,11.24,7.25,5,Tennessee
2448,Decatur County,9.94,7.25,5,Tennessee
2449,DeKalb County,9.56,7.25,5,Tennessee
2450,Dickson County,11.24,7.25,5,Tennessee
2451,Dyer County,9.63,7.25,5,Tennessee
2452,Fayette County,10.78,7.25,5,Tennessee
2453,Fentress County,9.56,7.25,5,Tennessee
2454,Franklin County,9.56,7.25,5,Tennessee
2455,Gibson County,9.94,7.25,5,Tennessee
2456,Giles County,9.56,7.25,5,Tennessee
2457,Grainger County,9.19,7.25,5,Tennessee
2458,Greene County,9.88,7.25,5,Tennessee
2459,Grundy County,9.56,7.25,5,Tennessee
2460,Hamblen County,9.79,7.25,5,Tennessee
2461,Hamilton County,10.33,7.25,5,Tennessee
2462,Hancock County,9.56,7.25,5,Tennessee
2463,Hardeman County,9.56,7.25,5,Tennessee
2464,Hardin County,9.93,7.25,5,Tennessee
2465,Hawkins County,9.61,7.25,5,Tennessee
2466,Haywood County,9.84,7.25,5,Tennessee
2467,Henderson County,9.84,7.25,5,Tennessee
2468,Henry County,9.56,7.25,5,Tennessee
2469,Hickman County,9.99,7.25,5,Tennessee
2470,Houston County,9.56,7.25,5,Tennessee
2471,Humphreys County,9.7,7.25,5,Tennessee
2472,Jackson County,9.56,7.25,5,Tennessee
2473,Jefferson County,9.79,7.25,5,Tennessee
2474,Johnson County,9.56,7.25,5,Tennessee
2475,Knox County,10.06,7.25,5,Tennessee
2476,Lake County,9.56,7.25,5,Tennessee
2477,Lauderdale County,9.56,7.25,5,Tennessee
2478,Lawrence County,9.56,7.25,5,Tennessee
2479,Lewis County,9.56,7.25,5,Tennessee
2480,Lincoln County,9.57,7.25,5,Tennessee
2481,Loudon County,10.06,7.25,5,Tennessee
2482,Macon County,9.48,7.25,5,Tennessee
2483,Madison County,9.92,7.25,5,Tennessee
2484,Marion County,10.33,7.25,5,Tennessee
2485,Marshall County,10.07,7.25,5,Tennessee
2486,Maury County,10.5,7.25,5,Tennessee
2487,McMinn County,9.71,7.25,5,Tennessee
2488,McNairy County,9.56,7.25,5,Tennessee
2489,Meigs County,9.56,7.25,5,Tennessee
2490,Monroe County,9.63,7.25,5,Tennessee
2491,Montgomery County,9.84,7.25,5,Tennessee
2492,Moore County,9.56,7.25,5,Tennessee
2493,Morgan County,9.3,7.25,5,Tennessee
2494,Obion County,9.36,7.25,5,Tennessee
2495,Overton County,9.56,7.25,5,Tennessee
2496,Perry County,9.25,7.25,5,Tennessee
2497,Pickett County,9.56,7.25,5,Tennessee
2498,Polk County,9.75,7.25,5,Tennessee
2499,Putnam County,9.96,7.25,5,Tennessee
2500,Rhea County,10.12,7.25,5,Tennessee
2501,Roane County,9.67,7.25,5,Tennessee
2502,Robertson County,11.24,7.25,5,Tennessee
2503,Rutherford County,11.24,7.25,5,Tennessee
2504,Scott County,9.56,7.25,5,Tennessee
2505,Sequatchie County,10.33,7.25,5,Tennessee
2506,Sevier County,10.42,7.25,5,Tennessee
2507,Shelby County,10.78,7.25,5,Tennessee
2508,Smith County,9.57,7.25,5,Tennessee
2509,Stewart County,9.56,7.25,5,Tennessee
2510,Sullivan County,9.61,7.25,5,Tennessee
2511,Sumner County,11.24,7.25,5,Tennessee
2512,Tipton County,10.78,7.25,5,Tennessee
2513,Trousdale County,11.24,7.25,5,Tennessee
2514,Unicoi County,9.74,7.25,5,Tennessee
2515,Union County,10.06,7.25,5,Tennessee
2516,Van Buren County,9.56,7.25,5,Tennessee
2517,Warren County,9.56,7.25,5,Tennessee
2518,Washington County,9.74,7.25,5,Tennessee
2519,Wayne County,9.56,7.25,5,Tennessee
2520,Weakley County,9.17,7.25,5,Tennessee
2521,White County,9.56,7.25,5,Tennessee
2522,Williamson County,11.24,7.25,5,Tennessee
2523,Wilson County,11.24,7.25,5,Tennessee
2524,Anderson County,10.23,7.25,5,Texas
2525,Andrews County,11.57,7.25,5,Texas
2526,Angelina County,10.96,7.25,5,Texas
2527,Aransas County,10.71,7.25,5,Texas
2528,Archer County,9.79,7.25,5,Texas
2529,Armstrong County,10.07,7.25,5,Texas
2530,Atascosa County,9.97,7.25,5,Texas
2531,Austin County,10.76,7.25,5,Texas
2532,Bailey County,10.02,7.25,5,Texas
2533,Bandera County,10.71,7.25,5,Texas
2534,Bastrop County,11.87,7.25,5,Texas
2535,Baylor County,9.96,7.25,5,Texas
2536,Bee County,10.89,7.25,5,Texas
2537,Bell County,10.5,7.25,5,Texas
2538,Bexar County,10.71,7.25,5,Texas
2539,Blanco County,10.94,7.25,5,Texas
2540,Borden County,10.32,7.25,5,Texas
2541,Bosque County,10.14,7.25,5,Texas
2542,Bowie County,9.92,7.25,5,Texas
2543,Brazoria County,11.63,7.25,5,Texas
2544,Brazos County,10.72,7.25,5,Texas
2545,Brewster County,10.44,7.25,5,Texas
2546,Briscoe County,10.02,7.25,5,Texas
2547,Brooks County,10.02,7.25,5,Texas
2548,Brown County,9.7,7.25,5,Texas
2549,Burleson County,10.72,7.25,5,Texas
2550,Burnet County,10.92,7.25,5,Texas
2551,Caldwell County,11.87,7.25,5,Texas
2552,Calhoun County,10.88,7.25,5,Texas
2553,Callahan County,10.34,7.25,5,Texas
2554,Cameron County,10.1,7.25,5,Texas
2555,Camp County,9.87,7.25,5,Texas
2556,Carson County,10.07,7.25,5,Texas
2557,Cass County,9.46,7.25,5,Texas
2558,Castro County,10.31,7.25,5,Texas
2559,Chambers County,11.23,7.25,5,Texas
2560,Cherokee County,10.33,7.25,5,Texas
2561,Childress County,10.19,7.25,5,Texas
2562,Clay County,9.79,7.25,5,Texas
2563,Cochran County,9.96,7.25,5,Texas
2564,Coke County,10.05,7.25,5,Texas
2565,Coleman County,9.96,7.25,5,Texas
2566,Collin County,11.15,7.25,5,Texas
2567,Collingsworth County,10.02,7.25,5,Texas
2568,Colorado County,10.02,7.25,5,Texas
2569,Comal County,10.71,7.25,5,Texas
2570,Comanche County,10,7.25,5,Texas
2571,Concho County,12.38,7.25,5,Texas
2572,Cooke County,10.72,7.25,5,Texas
2573,Coryell County,10.5,7.25,5,Texas
2574,Cottle County,10.02,7.25,5,Texas
2575,Crane County,10.02,7.25,5,Texas
2576,Crockett County,10.02,7.25,5,Texas
2577,Crosby County,10.2,7.25,5,Texas
2578,Culberson County,10.02,7.25,5,Texas
2579,Dallam County,10.62,7.25,5,Texas
2580,Dallas County,11.15,7.25,5,Texas
2581,Dawson County,9.98,7.25,5,Texas
2582,Deaf Smith County,10.31,7.25,5,Texas
2583,Delta County,10.07,7.25,5,Texas
2584,Denton County,11.15,7.25,5,Texas
2585,DeWitt County,10.25,7.25,5,Texas
2586,Dickens County,10.02,7.25,5,Texas
2587,Dimmit County,10.09,7.25,5,Texas
2588,Donley County,9.96,7.25,5,Texas
2589,Duval County,10.55,7.25,5,Texas
2590,Eastland County,9.66,7.25,5,Texas
2591,Ector County,12.1,7.25,5,Texas
2592,Edwards County,10.02,7.25,5,Texas
2593,Ellis County,11.15,7.25,5,Texas
2594,El Paso County,10.21,7.25,5,Texas
2595,Erath County,10.9,7.25,5,Texas
2596,Falls County,9.93,7.25,5,Texas
2597,Fannin County,9.51,7.25,5,Texas
2598,Fayette County,10.11,7.25,5,Texas
2599,Fisher County,10.02,7.25,5,Texas
2600,Floyd County,10.02,7.25,5,Texas
2601,Foard County,10.02,7.25,5,Texas
2602,Fort Bend County,11.23,7.25,5,Texas
2603,Franklin County,10.02,7.25,5,Texas
2604,Freestone County,10.02,7.25,5,Texas
2605,Frio County,9.97,7.25,5,Texas
2606,Gaines County,10.02,7.25,5,Texas
2607,Galveston County,11.23,7.25,5,Texas
2608,Garza County,10.02,7.25,5,Texas
2609,Gillespie County,11.42,7.25,5,Texas
2610,Glasscock County,10.32,7.25,5,Texas
2611,Goliad County,11.44,7.25,5,Texas
2612,Gonzales County,9.98,7.25,5,Texas
2613,Gray County,10.7,7.25,5,Texas
2614,Grayson County,9.96,7.25,5,Texas
2615,Gregg County,10.91,7.25,5,Texas
2616,Grimes County,10,7.25,5,Texas
2617,Guadalupe County,10.71,7.25,5,Texas
2618,Hale County,9.52,7.25,5,Texas
2619,Hall County,9.47,7.25,5,Texas
2620,Hamilton County,10.14,7.25,5,Texas
2621,Hansford County,10.19,7.25,5,Texas
2622,Hardeman County,10.09,7.25,5,Texas
2623,Hardin County,10.16,7.25,5,Texas
2624,Harris County,11.23,7.25,5,Texas
2625,Harrison County,10.65,7.25,5,Texas
2626,Hartley County,10.67,7.25,5,Texas
2627,Haskell County,10.02,7.25,5,Texas
2628,Hays County,11.87,7.25,5,Texas
2629,Hemphill County,10.02,7.25,5,Texas
2630,Henderson County,10.06,7.25,5,Texas
2631,Hidalgo County,10.31,7.25,5,Texas
2632,Hill County,9.89,7.25,5,Texas
2633,Hockley County,10.6,7.25,5,Texas
2634,Hood County,10.54,7.25,5,Texas
2635,Hopkins County,10.49,7.25,5,Texas
2636,Houston County,9.69,7.25,5,Texas
2637,Howard County,10.88,7.25,5,Texas
2638,Hudspeth County,10.32,7.25,5,Texas
2639,Hunt County,11.15,7.25,5,Texas
2640,Hutchinson County,10.4,7.25,5,Texas
2641,Irion County,10.68,7.25,5,Texas
2642,Jack County,11.16,7.25,5,Texas
2643,Jackson County,10.62,7.25,5,Texas
2644,Jasper County,10.41,7.25,5,Texas
2645,Jeff Davis County,11.98,7.25,5,Texas
2646,Jefferson County,10.16,7.25,5,Texas
2647,Jim Hogg County,10.02,7.25,5,Texas
2648,Jim Wells County,10.67,7.25,5,Texas
2649,Johnson County,11.03,7.25,5,Texas
2650,Jones County,10.34,7.25,5,Texas
2651,Karnes County,10,7.25,5,Texas
2652,Kaufman County,11.15,7.25,5,Texas
